PBO Station Position Time Series.,,,,,,,
Format Version, 1.2.0,,,,,,
Reference Frame, NAM08,,,,,,
4-character ID, AB02,,,,,,
Station name, Nikolski__AK2007,,,,,,
Begin Date, 2007-05-23,,,,,,
End Date, 2017-03-20,,,,,,
Release Date, 2017-03-22,,,,,,
Source file, AB02.pbo.nam08.pos,,,,,,
Offset from source file, 2.92 mm North, -1.30 mm East, 2.51 mm Vertical,,,,
Reference position, 52.9706058839 North Latitude, -168.8546704269 East Longitude, 192.78683 meters elevation,,,,
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality
9/28/2014,8.74,-8.39,5.57,1.42,1.14,4.56, suppf
9/29/2014,8.76,-8.01,-2.51,1.66,1.31,5.32, suppf
9/30/2014,8.6,-8.65,7.12,1.92,1.5,6.17, suppf
10/1/2014,9.11,-7.79,0.71,1.79,1.42,5.76, suppf
10/2/2014,8.85,-6.87,8.82,1.36,1.11,4.51, suppf
10/3/2014,9.14,-8.3,9.23,1.44,1.15,4.68, suppf
10/4/2014,9.58,-7.06,6.91,1.82,1.42,5.78, suppf
10/5/2014,8.51,-7.17,7.96,1.28,1.02,4.15, suppf
10/6/2014,8.98,-6.48,5.07,1.48,1.16,4.75, suppf
10/7/2014,9.67,-8.05,2.79,1.65,1.28,5.3, suppf
10/8/2014,7.81,-7.37,4.58,1.66,1.31,5.29, suppf
10/9/2014,7.06,-10.9,13.19,1.75,1.38,5.6, suppf
10/10/2014,9.71,-8.08,2.16,1.66,1.28,5.26, suppf
10/11/2014,9.06,-8.82,6.93,1.81,1.4,5.77, suppf
10/12/2014,7.83,-7.42,7.08,1.61,1.24,5.15, suppf
10/13/2014,8.93,-7.67,10.08,1.42,1.1,4.54, suppf
10/14/2014,7.79,-7.34,13.94,1.51,1.16,4.8, suppf
10/15/2014,10.13,-7.91,10.2,1.25,0.97,4.05, suppf
10/16/2014,9.05,-8.16,11.67,1.36,1.08,4.37, suppf
10/17/2014,8.84,-7.73,12.16,1.73,1.31,5.5, suppf
10/18/2014,8.24,-7.71,12.52,1.67,1.26,5.29, suppf
10/19/2014,9.4,-8.05,10.63,1.4,1.09,4.49, suppf
10/20/2014,9.95,-9.04,11.1,1.57,1.2,4.95, suppf
10/21/2014,9.32,-8.63,13.66,1.67,1.29,5.38, suppf
10/22/2014,7.27,-8.64,3.79,1.86,1.41,5.91, suppf
10/23/2014,9.6,-9.26,7.04,1.59,1.22,5.11, suppf
10/24/2014,8.96,-8.96,10.28,1.61,1.22,5.07, suppf
10/25/2014,9.31,-8.03,6.26,1.33,1.01,4.25, suppf
10/26/2014,10.33,-7.58,1.69,1.38,1.05,4.42, suppf
10/27/2014,9.39,-8.29,7.65,1.78,1.34,5.63, suppf
10/28/2014,9.86,-9.16,10.94,1.74,1.32,5.56, suppf
10/29/2014,9.45,-8.99,11.68,1.55,1.17,4.93, suppf
10/30/2014,9.75,-7.49,6.39,1.92,1.41,6.03, suppf
10/31/2014,10.18,-7.6,11.05,2.03,1.5,6.38, suppf
11/1/2014,9.29,-8.58,14.48,1.7,1.27,5.37, suppf
11/2/2014,9.41,-8.03,4.78,1.66,1.24,5.21, suppf
11/3/2014,9.39,-7.72,8.09,1.68,1.24,5.28, suppf
11/4/2014,10.98,-8.17,9.17,1.46,1.08,4.62, suppf
11/5/2014,9.68,-8.43,5.31,1.73,1.26,5.45, suppf
11/6/2014,10.46,-8.55,8.82,1.4,1.06,4.42, suppf
11/7/2014,11,-8.52,3.93,1.5,1.13,4.73, suppf
11/8/2014,9.37,-9.06,5.62,1.76,1.31,5.52, suppf
11/9/2014,7.89,-9.83,10.05,1.73,1.27,5.39, suppf
11/10/2014,8.88,-9.04,8.75,1.71,1.26,5.32, suppf
11/11/2014,8.92,-10.13,5.91,1.69,1.25,5.3, suppf
11/12/2014,9.01,-9.36,7.18,1.47,1.1,4.64, suppf
11/13/2014,10.17,-8.95,9.62,1.55,1.17,4.9, suppf
11/14/2014,10.1,-11.13,2.33,1.89,1.41,5.86, suppf
11/15/2014,8.94,-8.1,11.75,1.81,1.35,5.65, suppf
11/16/2014,9.12,-9.08,5.62,1.43,1.08,4.54, suppf
11/17/2014,10.05,-9.21,4.55,1.7,1.25,5.27, suppf
11/18/2014,9.66,-7.77,11.53,1.44,1.1,4.61, suppf
11/19/2014,8.06,-8.89,8.39,1.46,1.1,4.65, suppf
11/20/2014,9.04,-8.42,15.04,1.61,1.2,5.02, suppf
11/21/2014,9.48,-7.98,19.2,1.55,1.18,4.95, suppf
11/22/2014,9.71,-7.69,12.34,1.53,1.15,4.87, suppf
11/23/2014,9.2,-7.63,14.27,1.56,1.16,4.92, suppf
11/24/2014,8.95,-8.78,9.35,1.52,1.13,4.77, suppf
11/25/2014,8.63,-8.91,4.45,1.58,1.18,4.97, suppf
11/26/2014,9.46,-9.42,11.9,1.83,1.36,5.71, suppf
11/27/2014,9.71,-9.72,9.79,1.93,1.42,6.03, suppf
11/28/2014,10.21,-8.34,10.06,1.64,1.23,5.14, suppf
11/29/2014,10.91,-8.45,12.52,1.58,1.22,4.96, suppf
11/30/2014,9.25,-8.18,10.75,2.14,1.57,6.65, suppf
12/1/2014,9.32,-9.46,12.56,1.84,1.36,5.68, suppf
12/2/2014,9.22,-9.03,12.12,1.57,1.17,4.91, suppf
12/3/2014,8.62,-9.67,8.3,1.47,1.09,4.59, suppf
12/4/2014,8.49,-9.05,15.26,1.44,1.07,4.51, suppf
12/5/2014,9.82,-10.8,13.34,1.51,1.13,4.75, suppf
12/6/2014,9.59,-10.21,12.84,1.41,1.05,4.46, suppf
12/7/2014,9.26,-10.85,12.17,1.4,1.04,4.41, suppf
12/8/2014,10.34,-10.14,16.29,1.4,1.03,4.41, suppf
12/9/2014,11.34,-8.9,17.39,1.67,1.27,5.25, suppf
12/10/2014,10.97,-8.76,19.79,1.63,1.24,5.13, suppf
12/11/2014,10.71,-8.82,16.14,1.48,1.11,4.7, suppf
12/12/2014,10.46,-9.59,14.12,1.5,1.13,4.75, suppf
12/13/2014,9.96,-9.52,16.17,1.55,1.16,4.8, suppf
12/14/2014,8.18,-10.23,12.1,1.61,1.2,5.02, suppf
12/15/2014,8.42,-10.7,8.02,1.74,1.29,5.41, suppf
12/16/2014,9.26,-10.24,12.9,1.59,1.2,5.02, suppf
12/17/2014,9.78,-10.06,8.85,1.51,1.13,4.76, suppf
12/18/2014,9.14,-9.29,16.92,1.53,1.14,4.77, suppf
12/19/2014,9.57,-10.17,14.33,1.44,1.07,4.48, suppf
12/20/2014,10.59,-10.45,12.3,1.4,1.07,4.42, suppf
12/21/2014,10.43,-9.08,9.98,1.44,1.09,4.54, suppf
12/22/2014,10.23,-9.32,8.43,1.49,1.13,4.62, suppf
12/23/2014,9.59,-10.2,12.14,1.59,1.23,4.97, suppf
12/24/2014,8.76,-9.81,6.09,1.69,1.29,5.28, suppf
12/25/2014,7.21,-10.2,3.45,1.79,1.37,5.62, suppf
12/26/2014,9.47,-10.73,10.07,1.66,1.28,5.23, suppf
12/27/2014,8.49,-10.34,2.05,1.74,1.33,5.43, suppf
12/28/2014,8.87,-10.18,0.04,1.51,1.18,4.8, suppf
12/29/2014,8.64,-11.33,5.2,1.39,1.09,4.42, suppf
12/30/2014,8.73,-10.47,4.5,1.34,1.05,4.27, suppf
12/31/2014,9.44,-10.42,0.97,1.49,1.18,4.73, suppf
1/1/2015,8.29,-9.81,9.57,1.58,1.22,4.99, suppf
1/2/2015,8.48,-10.27,8.06,1.5,1.17,4.75, suppf
1/3/2015,8.85,-10.48,6.01,1.48,1.15,4.69, suppf
1/4/2015,8.04,-10.51,7.46,1.48,1.16,4.74, suppf
1/5/2015,10.54,-9.64,10.31,1.52,1.18,4.82, suppf
1/6/2015,9.75,-10.43,6.68,1.49,1.18,4.73, suppf
1/7/2015,9.21,-10.13,6.26,1.4,1.12,4.49, suppf
1/8/2015,9.09,-9.95,9.24,1.39,1.1,4.39, suppf
1/9/2015,8.39,-10.07,7.38,1.31,1.05,4.19, suppf
1/10/2015,8.93,-8.84,7.48,1.51,1.18,4.77, suppf
1/11/2015,8.93,-9.22,10.63,1.76,1.36,5.53, suppf
1/12/2015,9.86,-8.92,11.56,1.4,1.07,4.37, suppf
1/13/2015,8.68,-9.53,11.43,1.37,1.08,4.37, suppf
1/14/2015,8.94,-10.26,7.59,1.63,1.28,5.15, suppf
1/15/2015,11.03,-9.4,15.21,1.66,1.28,5.3, suppf
1/16/2015,10.76,-9.56,15.46,1.55,1.2,4.9, suppf
1/17/2015,8.81,-9.75,14.23,1.45,1.15,4.44, suppf
1/18/2015,10.28,-9.3,8.34,1.4,1.09,4.48, suppf
1/19/2015,9.79,-9.59,4.92,1.4,1.1,4.49, suppf
1/20/2015,10.38,-9.88,10.63,1.55,1.2,4.93, suppf
1/21/2015,9,-11.53,12.23,1.83,1.39,5.75, suppf
1/22/2015,8.99,-9.6,10.88,1.69,1.29,5.33, suppf
1/23/2015,9.61,-8.62,11.68,1.6,1.22,5.04, suppf
1/24/2015,9.6,-10.01,12.14,1.35,1.07,4.35, suppf
1/25/2015,9.59,-9.52,7.33,1.41,1.08,4.46, suppf
1/26/2015,9.68,-9.78,6.82,1.35,1.06,4.37, suppf
1/27/2015,9.05,-9.32,9.68,1.35,1.04,4.33, suppf
1/28/2015,9.34,-9.27,4.51,1.86,1.39,5.78, suppf
1/29/2015,8.92,-8.33,4.8,1.84,1.38,5.78, suppf
1/30/2015,8.92,-9.22,8.77,1.49,1.15,4.77, suppf
1/31/2015,8.13,-9.41,6.75,1.39,1.07,4.48, suppf
2/1/2015,7.51,-9.79,9.55,1.57,1.22,5.01, suppf
2/2/2015,8.25,-8.97,8.6,1.63,1.24,5.18, suppf
2/3/2015,8.21,-8.5,12.89,1.64,1.25,5.23, suppf
2/4/2015,7.04,-9.08,8.72,1.62,1.23,5.15, suppf
2/5/2015,7.85,-9.72,6.17,1.57,1.21,5.08, suppf
2/6/2015,8.78,-8.19,11.4,1.59,1.25,5.14, suppf
2/7/2015,8.7,-9.43,10.97,1.45,1.17,4.69, suppf
2/8/2015,8.19,-9.81,4.25,1.55,1.25,5.06, suppf
2/9/2015,8.08,-8.92,6.14,1.63,1.28,5.22, suppf
2/10/2015,5.28,-9.39,12.03,1.5,1.17,4.83, suppf
2/11/2015,6.69,-9.33,12.1,1.48,1.14,4.82, suppf
2/12/2015,7.24,-9.21,9.22,1.41,1.09,4.53, suppf
2/13/2015,5.99,-9.15,6.19,1.41,1.09,4.54, suppf
2/14/2015,6.82,-9.61,3.11,1.4,1.07,4.5, suppf
2/15/2015,8.01,-9.29,8.13,1.5,1.14,4.84, suppf
2/16/2015,6.27,-7.86,7.42,1.72,1.31,5.48, suppf
2/17/2015,7.39,-8.64,7.18,1.41,1.12,4.57, suppf
2/18/2015,7.86,-9.47,7.79,1.42,1.12,4.55, suppf
2/19/2015,7.26,-9.04,1.9,1.56,1.23,4.97, suppf
2/20/2015,6.44,-8.65,3.12,1.49,1.17,4.73, suppf
2/21/2015,6.37,-8.26,6.49,1.42,1.12,4.53, suppf
2/22/2015,6.82,-9.92,3.21,1.4,1.11,4.48, suppf
2/23/2015,7.4,-9.06,4.75,1.39,1.09,4.43, suppf
2/24/2015,7.48,-8.99,6.16,1.47,1.15,4.65, suppf
2/25/2015,7.24,-8.57,6.26,1.31,1.03,4.19, suppf
2/26/2015,8.29,-9.47,5.58,1.34,1.05,4.27, suppf
2/27/2015,6.77,-8.89,8.04,1.38,1.08,4.38, suppf
2/28/2015,7.09,-8.08,12.85,1.34,1.05,4.27, suppf
3/1/2015,6.38,-6.94,7.64,1.52,1.19,4.86, suppf
3/2/2015,8.33,-7.82,9.47,1.6,1.24,5.07, suppf
3/3/2015,6.72,-8.34,8.78,1.7,1.3,5.32, suppf
3/4/2015,7.27,-9.1,12.76,1.63,1.26,5.14, suppf
3/5/2015,7.44,-9.04,4.39,1.58,1.24,5.1, suppf
3/6/2015,9.62,-12.48,-1.47,1.92,1.46,6.02, suppf
3/7/2015,8.1,-8.52,6.09,1.57,1.21,5, suppf
3/8/2015,8.36,-8.66,6.79,1.41,1.1,4.48, suppf
3/9/2015,9.88,-8.52,9.85,1.31,1.03,4.21, suppf
3/10/2015,8.47,-8.76,8.48,1.28,1,4.13, suppf
3/11/2015,7.72,-8.83,3.84,1.49,1.17,4.71, suppf
3/12/2015,8.11,-9.1,5.48,1.48,1.14,4.58, suppf
3/13/2015,7.63,-10.37,6,1.37,1.07,4.33, suppf
3/14/2015,7.98,-11.16,13.73,1.48,1.15,4.66, suppf
3/15/2015,8.44,-8.75,10.2,1.55,1.2,4.88, suppf
3/16/2015,8.35,-9.23,8.29,1.55,1.19,4.85, suppf
3/17/2015,8.04,-10.82,9.4,1.64,1.24,5.13, suppf
3/18/2015,9,-10.15,4.8,1.75,1.31,5.41, suppf
3/19/2015,8.86,-9.35,8.66,1.52,1.19,4.8, suppf
3/20/2015,8.31,-9.72,11.86,1.51,1.14,4.69, suppf
3/21/2015,9.33,-9.08,1.7,1.54,1.17,4.84, suppf
3/22/2015,8.92,-10.22,1.84,1.38,1.05,4.35, suppf
3/23/2015,8.4,-9.58,6.12,1.39,1.06,4.38, suppf
3/24/2015,9.84,-10.14,6.41,1.39,1.06,4.38, suppf
3/25/2015,8.2,-10.48,4.32,1.67,1.24,5.16, suppf
3/26/2015,9.01,-10.33,9.33,1.48,1.13,4.69, suppf
3/27/2015,8.93,-11.05,10.21,1.46,1.13,4.67, suppf
3/28/2015,9.65,-9.61,12.67,1.56,1.19,4.97, suppf
3/29/2015,9.84,-9.83,9.28,1.51,1.16,4.82, suppf
3/30/2015,9.46,-10.74,10.49,1.49,1.14,4.71, suppf
3/31/2015,9.83,-10.11,9.11,1.56,1.18,4.91, suppf
4/1/2015,9.5,-10.04,7.82,1.56,1.18,4.93, suppf
4/2/2015,9.91,-10.19,7.25,1.45,1.09,4.54, suppf
4/3/2015,8.5,-9.53,1.41,1.58,1.19,5.03, suppf
4/4/2015,8.84,-9.82,8.17,1.93,1.43,6.05, suppf
4/5/2015,9.64,-10.45,14.86,2.11,1.55,6.63, suppf
4/6/2015,9.9,-10.47,15.67,1.64,1.22,5.16, suppf
4/7/2015,8.76,-10.85,13.78,1.6,1.2,5.08, suppf
4/8/2015,8.67,-10.98,11.97,1.67,1.24,5.27, suppf
4/9/2015,7.96,-11.78,18.04,1.69,1.25,5.33, suppf
4/10/2015,9.34,-11.67,17.15,1.65,1.23,5.23, suppf
4/11/2015,9.3,-10.65,19.73,1.64,1.22,5.19, suppf
4/12/2015,9.65,-10.56,12.86,1.51,1.12,4.78, suppf
4/13/2015,9.29,-10.89,14.46,1.47,1.09,4.71, suppf
4/14/2015,10.24,-9.14,7.75,1.6,1.18,5.04, suppf
4/15/2015,9.1,-9.61,7.71,1.5,1.09,4.7, suppf
4/16/2015,9.12,-11.04,7.16,1.46,1.08,4.63, suppf
4/17/2015,9.08,-11.38,5.59,1.48,1.09,4.67, suppf
4/18/2015,3.59,-11.72,10.47,2,1.47,6.33, suppf
4/19/2015,8.15,-10.11,2.83,1.58,1.18,4.99, suppf
4/20/2015,9,-10.54,7.98,1.56,1.16,4.94, suppf
4/21/2015,9.19,-10.26,8.81,1.49,1.11,4.72, suppf
4/22/2015,8.19,-10.54,3.67,1.43,1.07,4.58, suppf
4/23/2015,7.99,-11.26,12.41,1.61,1.19,5.15, suppf
4/24/2015,7.54,-10.34,10.04,1.51,1.13,4.83, suppf
4/25/2015,7.43,-10.62,12.75,1.62,1.22,5.18, suppf
4/26/2015,7.05,-10.49,8.5,1.67,1.25,5.29, suppf
4/27/2015,7.15,-11.54,2.8,1.81,1.34,5.7, suppf
4/28/2015,7.78,-11.98,12.15,1.73,1.29,5.48, suppf
4/29/2015,7.71,-12.48,7.89,1.54,1.17,4.9, suppf
4/30/2015,8.27,-10.21,5.51,1.56,1.21,4.97, suppf
5/1/2015,8.73,-10.56,4.53,1.35,1.02,4.35, suppf
5/2/2015,9.09,-10.39,7.67,1.4,1.07,4.51, suppf
5/3/2015,8.32,-10.1,6.7,1.37,1.06,4.5, suppf
5/4/2015,9.02,-9.96,5.64,1.58,1.2,5.09, suppf
5/5/2015,9.1,-10.62,6.71,1.34,1.03,4.37, suppf
5/6/2015,9.55,-10.42,11.76,1.36,1.04,4.44, suppf
5/7/2015,8.44,-10.72,9.65,1.38,1.08,4.47, suppf
5/8/2015,8.5,-11.31,9.95,1.32,1.01,4.32, suppf
5/9/2015,7.71,-11.81,7.31,1.62,1.2,5.12, suppf
5/10/2015,8.87,-10.91,11.9,1.45,1.12,4.73, suppf
5/11/2015,9.24,-10.55,7.82,1.68,1.27,5.4, suppf
5/12/2015,8.78,-11.68,5.94,1.7,1.3,5.53, suppf
5/13/2015,8.34,-11.46,5.01,1.6,1.22,5.22, suppf
5/14/2015,8.11,-11.45,6.66,1.46,1.11,4.75, suppf
5/15/2015,9.11,-11.04,6.61,1.37,1.05,4.47, suppf
5/16/2015,8.98,-11.68,5.03,1.65,1.27,5.33, suppf
5/17/2015,8.14,-11.22,3.3,1.42,1.11,4.59, suppf
5/18/2015,8.74,-11.1,6.29,1.4,1.12,4.54, suppf
5/19/2015,7.72,-11.04,7.87,1.59,1.24,5.12, suppf
5/20/2015,9.01,-10.47,10.35,1.38,1.07,4.42, suppf
5/21/2015,8.87,-10.77,4.79,1.42,1.12,4.58, suppf
5/22/2015,8.64,-10.51,11.07,1.7,1.3,5.42, suppf
5/23/2015,7.96,-10.06,10.78,1.66,1.31,5.28, suppf
5/24/2015,8.41,-9.67,9.85,1.45,1.13,4.66, suppf
5/25/2015,8.92,-11.33,17.98,1.59,1.22,5.07, suppf
5/26/2015,8.43,-10.89,10.53,1.75,1.33,5.5, suppf
5/27/2015,8.81,-10.91,7.55,1.33,1.03,4.26, suppf
5/28/2015,9.85,-12.01,9.13,1.68,1.31,5.36, suppf
5/29/2015,9.65,-11.42,5.26,1.71,1.3,5.38, suppf
5/30/2015,8.85,-11.4,7.47,1.42,1.1,4.55, suppf
5/31/2015,8.7,-11.36,11.72,1.35,1.06,4.36, suppf
6/1/2015,8.45,-10.65,12.95,1.35,1.05,4.36, suppf
6/2/2015,8.94,-11.09,13.71,1.3,1.01,4.2, suppf
6/3/2015,7.99,-11.36,12.83,1.27,0.99,4.1, suppf
6/4/2015,8.07,-9.28,17.88,1.6,1.23,5.07, suppf
6/5/2015,8.95,-10.38,13.72,1.53,1.2,4.78, suppf
6/6/2015,8.2,-10.41,13.39,1.3,1.04,4.2, suppf
6/7/2015,8.52,-10.9,14.3,1.44,1.13,4.62, suppf
6/8/2015,9.26,-11.36,15.43,1.54,1.21,4.93, suppf
6/9/2015,9.4,-10.82,10.86,1.72,1.36,5.47, suppf
6/10/2015,8.81,-10.25,5.03,1.4,1.12,4.51, suppf
6/11/2015,8.63,-9.82,7.69,1.48,1.17,4.77, suppf
6/12/2015,8.82,-11.34,5.58,1.4,1.14,4.54, suppf
6/13/2015,9.27,-10.52,3.11,1.42,1.12,4.59, suppf
6/14/2015,10.81,-12.11,4.23,1.46,1.19,4.68, suppf
6/15/2015,8.44,-11.73,1.58,1.57,1.23,5.05, suppf
6/16/2015,8.55,-11.24,3.2,1.59,1.27,5.06, suppf
6/17/2015,9.22,-9.86,10.84,1.45,1.14,4.67, suppf
6/18/2015,8.26,-10.82,13.02,1.4,1.11,4.53, suppf
6/19/2015,8.78,-10.76,12.11,1.36,1.06,4.35, suppf
6/20/2015,8.98,-10.51,7.42,1.79,1.38,5.75, suppf
6/21/2015,9.12,-11.64,9.22,1.64,1.28,5.27, suppf
6/22/2015,9.51,-9.36,2.81,1.49,1.17,4.79, suppf
6/23/2015,7.94,-10.5,4.55,1.4,1.13,4.53, suppf
6/24/2015,9.44,-10.14,7.58,1.43,1.12,4.62, suppf
6/25/2015,7.18,-8.13,2.53,1.52,1.23,4.86, suppf
6/26/2015,9.76,-9.21,2.82,1.46,1.18,4.72, suppf
6/27/2015,7.75,-9.48,3.13,1.66,1.31,5.35, suppf
6/28/2015,9.02,-10.41,2.51,2.41,1.78,7.64, suppf
6/29/2015,8.58,-11.43,8.96,1.24,1,4.03, suppf
6/30/2015,8.61,-11.21,10.59,1.19,0.96,3.89, suppf
7/1/2015,8.62,-12.14,6.31,1.32,1.05,4.26, suppf
7/2/2015,8.6,-10.07,-0.42,1.9,1.46,6.08, suppf
7/3/2015,7.39,-9.11,-1.08,1.74,1.35,5.54, suppf
7/4/2015,8.09,-10.66,6.46,1.46,1.14,4.62, suppf
7/5/2015,9.75,-11.24,2.45,1.95,1.5,6.16, suppf
7/6/2015,9.84,-10.26,-0.5,1.61,1.27,5.15, suppf
7/7/2015,9.92,-10.63,3.33,1.51,1.18,4.81, suppf
7/8/2015,8.99,-10.87,5.03,1.34,1.06,4.34, suppf
7/9/2015,8.91,-11.58,3.71,1.32,1.05,4.26, suppf
7/10/2015,9.89,-12.39,3.3,1.29,1.01,4.12, suppf
7/11/2015,9.75,-11.88,5.9,1.26,1,4.02, suppf
7/12/2015,9.84,-11.5,8.6,1.37,1.07,4.35, suppf
7/13/2015,9.51,-11.52,6.51,1.23,0.97,3.93, suppf
7/14/2015,9.57,-11.9,5.15,1.19,0.94,3.86, suppf
7/15/2015,8.96,-11.95,3.25,1.2,0.94,3.84, suppf
7/16/2015,9.08,-11.73,9.6,1.51,1.17,4.82, suppf
7/17/2015,9.79,-10.97,0.31,1.64,1.26,5.21, suppf
7/18/2015,9.49,-11.56,5.93,1.24,0.98,4.01, suppf
7/19/2015,10.12,-13.82,4.16,1.59,1.22,5.09, suppf
7/20/2015,11.43,-12.64,0.85,1.84,1.41,5.76, suppf
7/21/2015,8.06,-11.71,4.41,2.34,1.72,7.37, suppf
7/22/2015,10.56,-11.88,11.15,1.64,1.26,5.19, suppf
7/23/2015,11.74,-11.74,8.17,1.85,1.39,5.81, suppf
7/24/2015,9.33,-10.41,8.06,2.13,1.59,6.75, suppf
7/25/2015,10.05,-11.4,12.24,1.64,1.26,5.04, suppf
7/26/2015,10.2,-11.62,8.79,1.59,1.21,4.97, suppf
7/27/2015,5.66,-12.62,10.43,1.62,1.24,5.14, suppf
7/28/2015,2.95,-13.25,12.77,1.46,1.14,4.73, suppf
7/29/2015,3.4,-13.72,9.45,1.3,1.01,4.2, suppf
7/30/2015,3.3,-13.56,11.93,1.26,0.97,4.05, suppf
7/31/2015,2.95,-14.08,8.87,1.25,0.96,3.99, suppf
8/1/2015,3.93,-12.63,7.86,1.29,1.01,4.13, suppf
8/2/2015,2.57,-12.34,7.52,1.28,1.02,4.07, suppf
8/3/2015,2.24,-12.41,10.27,1.85,1.44,5.81, suppf
8/4/2015,3.87,-11.92,8.6,1.69,1.32,5.37, suppf
8/5/2015,1.61,-12.24,7.93,1.54,1.21,4.84, suppf
8/6/2015,2.99,-12.17,12.07,1.46,1.15,4.63, suppf
8/7/2015,2.08,-12.79,8.31,1.67,1.3,5.32, suppf
8/8/2015,4.57,-11.36,14.23,2.02,1.55,6.43, suppf
8/9/2015,2.69,-12.75,10.74,1.43,1.14,4.5, suppf
8/10/2015,2.29,-13.05,10.92,1.5,1.18,4.72, suppf
8/11/2015,2.43,-11.92,16.93,1.38,1.09,4.38, suppf
8/12/2015,3.1,-12.98,13.89,1.36,1.07,4.32, suppf
8/13/2015,2.05,-13.07,7.2,1.33,1.06,4.24, suppf
8/14/2015,2.6,-10.87,8.45,1.58,1.25,5, suppf
8/15/2015,1.98,-11.81,6.48,1.39,1.11,4.38, suppf
8/16/2015,2.89,-13.94,3.66,1.85,1.45,5.81, suppf
8/17/2015,1.2,-10.7,5.55,1.6,1.28,5, suppf
8/18/2015,0.15,-12.53,4.4,1.31,1.05,4.11, suppf
8/19/2015,1.35,-11.39,8.88,1.25,1,3.96, suppf
8/20/2015,0.65,-11.16,10.45,1.48,1.18,4.68, suppf
8/21/2015,1.77,-10.47,7.83,1.56,1.22,4.88, suppf
8/22/2015,0.62,-11.64,10.24,1.43,1.13,4.45, suppf
8/23/2015,1.46,-11.23,8.11,1.4,1.12,4.37, suppf
8/24/2015,0.5,-12.89,8.17,1.31,1.04,4.09, suppf
8/25/2015,0.32,-13.01,8.31,1.32,1.05,4.17, suppf
8/26/2015,2.17,-12.33,9.54,1.58,1.25,4.89, suppf
8/27/2015,1.49,-11.89,5.77,1.52,1.21,4.65, suppf
8/28/2015,1.53,-11.76,8.54,1.53,1.22,4.72, suppf
8/29/2015,1.71,-11.06,14.34,1.57,1.3,4.82, suppf
8/30/2015,1.98,-11.44,13,2.25,1.69,7, suppf
8/31/2015,1.32,-12.31,9.52,2.2,1.66,6.83, suppf
9/1/2015,0.8,-12.99,6.59,1.74,1.36,5.35, suppf
9/2/2015,0.06,-11.94,3.85,1.75,1.37,5.39, suppf
9/3/2015,0.05,-12.35,0.9,1.47,1.16,4.51, suppf
9/4/2015,-0.03,-12.58,3.57,1.35,1.07,4.15, suppf
9/5/2015,1.55,-12.62,5.9,1.45,1.14,4.48, suppf
9/6/2015,0.22,-12.29,6.54,1.37,1.09,4.24, suppf
9/7/2015,0.77,-12.56,8.81,1.63,1.29,5.09, suppf
9/8/2015,-0.36,-12.55,5.72,1.3,1.04,4.02, suppf
9/9/2015,0.96,-12.81,3.11,1.29,1.02,3.94, suppf
9/10/2015,1.18,-12.34,5.01,1.59,1.25,4.98, suppf
9/11/2015,0.79,-12.65,2.7,1.4,1.13,4.35, suppf
9/12/2015,0.64,-12.33,5.07,1.28,1.02,3.96, suppf
9/13/2015,1.07,-12.51,6.67,1.43,1.13,4.45, suppf
9/14/2015,0.96,-11.75,11.7,1.89,1.45,5.89, suppf
9/15/2015,2.82,-12.62,5.73,2.41,1.79,7.55, suppf
9/16/2015,1.3,-10.99,8.43,1.94,1.48,6, suppf
9/17/2015,0.55,-12.18,6.8,1.49,1.16,4.59, suppf
9/18/2015,1.38,-11.16,8.54,1.42,1.12,4.39, suppf
9/19/2015,0.95,-11.54,9.97,1.48,1.16,4.55, suppf
9/20/2015,0.14,-12.47,4.89,1.64,1.27,5.11, suppf
9/21/2015,0.99,-11.24,8.55,1.48,1.15,4.65, suppf
9/22/2015,2.01,-10.61,4.46,1.31,1.03,4.18, suppf
9/23/2015,1.13,-11.95,11.9,1.68,1.3,5.25, suppf
9/24/2015,1.38,-10.62,7.58,1.56,1.21,4.86, suppf
9/25/2015,0.34,-11.41,8.19,1.82,1.41,5.71, suppf
9/26/2015,4.03,-10,13.58,1.86,1.41,5.84, suppf
9/27/2015,0.65,-10.12,18.71,1.72,1.34,5.34, suppf
9/28/2015,0.97,-11.83,3.98,1.88,1.44,5.94, suppf
9/29/2015,1.47,-11.69,7.65,1.53,1.18,4.75, suppf
9/30/2015,1.72,-12.16,9.68,1.35,1.05,4.22, suppf
10/1/2015,1.13,-14.36,7.89,2.13,1.6,6.68, suppf
10/2/2015,-0.87,-13.7,8.89,1.67,1.28,5.21, suppf
10/3/2015,0.84,-10.96,5.09,1.47,1.14,4.58, suppf
10/4/2015,1.14,-12.91,10.41,1.47,1.14,4.64, suppf
10/5/2015,0.39,-9.54,11.62,1.93,1.46,6.03, suppf
10/6/2015,0.79,-12.72,10.28,1.47,1.13,4.58, suppf
10/7/2015,2.27,-13.37,8.25,1.55,1.2,4.85, suppf
10/8/2015,1.42,-11.18,11.26,1.28,1,4.06, suppf
10/9/2015,0.1,-12.25,14.61,1.52,1.16,4.76, suppf
10/10/2015,0.86,-10.67,12.21,1.57,1.19,4.9, suppf
10/11/2015,0.5,-12.53,14.2,1.61,1.23,5.09, suppf
10/12/2015,1.04,-12.11,8.31,1.58,1.21,4.98, suppf
