PBO Station Position Time Series.,,,,,,,
Format Version, 1.2.0,,,,,,
Reference Frame, NAM08,,,,,,
4-character ID, AB02,,,,,,
Station name, Nikolski__AK2007,,,,,,
Begin Date, 2007-05-23,,,,,,
End Date, 2017-03-20,,,,,,
Release Date, 2017-03-22,,,,,,
Source file, AB02.pbo.nam08.pos,,,,,,
Offset from source file, 2.92 mm North, -1.30 mm East, 2.51 mm Vertical,,,,
Reference position, 52.9706058839 North Latitude, -168.8546704269 East Longitude, 192.78683 meters elevation,,,,
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality
10/17/2016,-4,-16.08,13.28,1.61,1.2,5.06, suppf
10/18/2016,-6.09,-15.97,10.81,1.81,1.33,5.61, suppf
10/19/2016,-5.14,-16.89,10.95,1.81,1.33,5.64, suppf
10/20/2016,-3.96,-16.57,12.68,1.47,1.11,4.64, suppf
10/21/2016,-4.27,-17.53,12.22,1.46,1.09,4.58, suppf
10/22/2016,-4.28,-16.43,9.77,1.55,1.16,4.88, suppf
10/23/2016,-4.5,-15.65,2.47,1.64,1.22,5.15, suppf
10/24/2016,-3.98,-16.71,6.92,1.59,1.18,4.98, suppf
10/25/2016,-5.51,-18.07,6.25,2.06,1.49,6.43, suppf
10/26/2016,-4.6,-18.88,10.21,1.82,1.34,5.66, suppf
10/27/2016,-5.2,-19.53,12.55,1.6,1.19,5.01, suppf
10/28/2016,-4.73,-17.72,16.61,2.17,1.57,6.78, suppf
10/29/2016,-5.49,-18.59,5.16,1.91,1.4,5.93, suppf
10/30/2016,-6.06,-18.5,14.48,1.9,1.39,5.94, suppf
10/31/2016,-5.8,-18.52,15.96,1.63,1.2,5.1, suppf
11/1/2016,-5.25,-18.96,17.15,1.69,1.24,5.25, suppf
11/2/2016,-5,-19.73,15.29,1.64,1.23,5.18, suppf
11/3/2016,-3.69,-18.87,14.76,1.5,1.12,4.71, suppf
11/4/2016,-4.01,-18.56,13.13,1.56,1.15,4.87, suppf
11/5/2016,-4.03,-18.43,12.48,1.5,1.11,4.67, suppf
11/6/2016,-5.32,-18.8,12.99,1.82,1.33,5.69, suppf
11/7/2016,-5.14,-19.38,10.03,1.58,1.17,4.97, suppf
11/8/2016,-2.84,-18.04,12.84,1.52,1.12,4.76, suppf
11/9/2016,-4.06,-18.06,11.2,1.76,1.28,5.5, suppf
11/10/2016,-3.49,-17.29,15.48,1.68,1.23,5.21, suppf
11/11/2016,-3.72,-18.46,14.34,1.59,1.17,4.97, suppf
11/12/2016,-4.56,-18.14,15.42,1.57,1.16,4.93, suppf
11/13/2016,-5.34,-19.35,18.99,1.63,1.21,5.1, suppf
11/14/2016,-3.87,-18.64,13.93,1.67,1.24,5.21, suppf
11/15/2016,-3.58,-18,14.71,1.34,1.01,4.23, suppf
11/16/2016,-3.14,-17.62,14.64,1.4,1.05,4.41, suppf
11/17/2016,-4.95,-18.32,9.51,1.55,1.13,4.83, suppf
11/18/2016,-3.1,-19.14,7.65,1.63,1.21,5.14, suppf
11/19/2016,-4.44,-17.8,9.49,1.44,1.07,4.55, suppf
11/20/2016,-4.36,-17.33,11.02,1.39,1.05,4.4, suppf
11/21/2016,-4.67,-17.52,10.51,1.51,1.14,4.76, suppf
11/22/2016,-4.47,-18.82,11.25,1.72,1.3,5.41, suppf
11/23/2016,-4.82,-18.94,11.01,1.64,1.24,5.19, suppf
11/24/2016,-3.33,-18.23,11.87,1.78,1.33,5.62, suppf
11/25/2016,-3.86,-18.76,11.2,1.55,1.18,4.92, suppf
11/26/2016,-6.45,-19.75,10.15,2.08,1.55,6.53, suppf
11/27/2016,-4.83,-19.08,16.68,1.77,1.35,5.61, final
11/28/2016,-4.46,-17.9,13.64,1.6,1.24,5.08, final
11/29/2016,-5.47,-19.07,12.8,1.53,1.19,4.87, final
11/30/2016,-5.78,-19.14,11.89,1.5,1.17,4.78, final
12/1/2016,-4.91,-18.83,11.02,1.5,1.16,4.79, final
12/2/2016,-5.28,-19.52,6.64,1.57,1.21,4.99, final
12/3/2016,-5.29,-18.22,5.63,1.45,1.12,4.62, final
12/4/2016,-4.51,-17.88,7.33,1.63,1.25,5.16, suppf
12/5/2016,-4.62,-18.93,3.81,1.56,1.2,4.96, suppf
12/6/2016,-5.4,-17.37,1.04,1.42,1.1,4.53, suppf
12/7/2016,-5.12,-17.91,4.13,1.48,1.14,4.73, suppf
12/8/2016,-5.42,-18.01,4.06,1.46,1.13,4.64, suppf
12/9/2016,-4.98,-18.77,3.92,1.46,1.14,4.65, suppf
12/10/2016,-4.51,-18.38,8.47,1.33,1.04,4.23, suppf
12/11/2016,-4.03,-19.01,7.75,1.37,1.07,4.39, suppf
12/12/2016,-5.48,-18.73,3.77,1.72,1.29,5.37, suppf
12/13/2016,-4.95,-19.77,7.01,1.91,1.43,6.01, suppf
12/14/2016,-5.15,-19.1,8.44,1.61,1.23,5.08, suppf
12/15/2016,-6.02,-18.22,7.77,1.54,1.18,4.85, suppf
12/16/2016,-7.49,-18.05,6.82,1.77,1.36,5.54, suppf
12/17/2016,-6.74,-19.34,8.75,1.6,1.22,5.02, suppf
12/18/2016,-7.34,-20.12,16.94,1.51,1.15,4.73, final
12/19/2016,-4.92,-19.84,19.35,1.47,1.14,4.68, final
12/20/2016,-6.43,-17.55,14.49,1.42,1.09,4.48, final
12/21/2016,-4.93,-18.5,11.99,1.49,1.14,4.66, final
12/22/2016,-4.84,-18.07,8.58,1.54,1.17,4.84, final
12/23/2016,-5.54,-18.4,16.93,1.71,1.28,5.34, final
12/24/2016,-5.79,-18.31,14.4,1.56,1.19,4.9, final
12/25/2016,-6.8,-21.87,11.23,1.66,1.28,5.18, final
12/26/2016,-6.19,-20.17,16.06,1.57,1.22,4.93, final
12/27/2016,-5.76,-19.73,17.96,1.41,1.11,4.44, final
12/28/2016,-6.03,-19.58,14.02,1.65,1.24,5.17, final
12/29/2016,-8.74,-21.63,11.92,1.82,1.36,5.72, final
12/30/2016,-5.45,-19.86,8.37,1.59,1.2,4.96, final
12/31/2016,-5.02,-19.09,11.41,2.03,1.49,6.32, final
1/1/2017,-5.35,-19.28,11.18,1.66,1.23,5.18, final
1/2/2017,-7.01,-18.4,9.32,1.61,1.24,5.06, final
1/3/2017,-6.16,-18.18,1.43,1.39,1.08,4.39, final
1/4/2017,-6.31,-19.05,0.26,1.4,1.09,4.42, final
1/5/2017,-6.75,-17.42,6.21,1.42,1.09,4.48, final
1/6/2017,-5.63,-18.61,7.98,1.38,1.04,4.34, final
1/7/2017,-7.63,-20.42,13.34,1.35,1.03,4.32, final
1/8/2017,-6.85,-18.61,12.9,1.4,1.07,4.44, final
1/9/2017,-6.32,-18.99,18.94,1.36,1.04,4.31, final
1/10/2017,-6.04,-18.77,17.16,1.35,1.05,4.34, final
1/11/2017,-5.84,-17.2,12.84,1.43,1.1,4.5, final
1/12/2017,-6.31,-17.61,16.01,1.52,1.16,4.83, final
1/13/2017,-5.99,-18.73,18.63,1.43,1.09,4.51, final
1/14/2017,-6.52,-20.14,10.38,1.35,1.04,4.29, final
1/15/2017,-5.61,-19.4,9.17,1.35,1.05,4.31, final
1/16/2017,-5.78,-19.57,13.63,1.28,1,4.08, final
1/17/2017,-5.46,-19,16.33,1.4,1.08,4.44, final
1/18/2017,-5.63,-20.43,14.8,1.34,1.05,4.29, final
1/19/2017,-6.24,-18.86,16.63,1.46,1.13,4.6, final
1/20/2017,-6.51,-18,17.14,1.5,1.19,4.74, final
1/21/2017,-6.91,-17.89,16.04,1.36,1.09,4.29, final
1/22/2017,-6.23,-18.86,15.84,1.62,1.27,5.12, final
1/23/2017,-7.69,-18.95,16.08,1.45,1.15,4.58, final
1/24/2017,-7.57,-19.1,16.46,1.45,1.14,4.57, final
1/25/2017,-7.51,-19.12,16.64,1.34,1.06,4.24, final
1/26/2017,-8.28,-20.57,13.48,1.54,1.2,4.83, final
1/27/2017,-6.82,-20.12,12.71,1.53,1.2,4.83, final
1/28/2017,-6.41,-19.87,12.37,1.58,1.23,4.99, final
1/29/2017,-6.36,-18.88,5.16,1.48,1.15,4.68, final
1/30/2017,-6.72,-17.84,2.48,1.61,1.26,5.08, final
1/31/2017,-6.67,-17.25,5.9,1.47,1.15,4.66, final
2/1/2017,-8.98,-17.46,4.59,1.48,1.14,4.66, final
2/2/2017,-7.96,-17.66,6.43,1.54,1.19,4.84, final
2/3/2017,-6.74,-17.52,7.69,1.4,1.09,4.43, final
2/4/2017,-6.71,-17.01,9.16,1.55,1.21,4.9, final
2/5/2017,-6.64,-17.85,8.37,1.63,1.25,5.09, final
2/6/2017,-6.75,-17.54,7.25,1.41,1.11,4.44, final
2/7/2017,-6.55,-17.83,9.35,1.31,1.03,4.21, final
2/8/2017,-5.24,-17.78,14.2,1.37,1.05,4.3, final
2/9/2017,-5.93,-17.61,15.1,1.38,1.06,4.34, final
2/10/2017,-5.99,-17.86,20.33,1.44,1.13,4.56, final
2/11/2017,-6.13,-18.14,14.39,1.33,1.04,4.23, final
2/12/2017,-6.1,-18.59,12.48,1.49,1.15,4.64, final
2/13/2017,-7.88,-19.05,5.81,1.77,1.35,5.51, final
2/14/2017,-7.57,-18.52,12.3,1.4,1.08,4.42, final
2/15/2017,-6.01,-19.18,10.7,1.35,1.04,4.29, final
2/16/2017,-6.18,-18.7,14.4,1.34,1.03,4.23, final
2/17/2017,-6.86,-18.92,8.29,1.35,1.05,4.27, final
2/18/2017,-6.68,-18.28,12.38,1.27,1.02,4.09, final
2/19/2017,-5.89,-18.35,14.03,1.35,1.03,4.24, final
2/20/2017,-6.65,-18.94,12.88,1.41,1.07,4.41, final
2/21/2017,-6.77,-18.8,10.78,1.53,1.15,4.8, final
2/22/2017,-7.32,-19.66,8.34,1.63,1.22,5.07, final
2/23/2017,-7.37,-20.38,7.45,1.73,1.29,5.38, final
2/24/2017,-5.6,-19.27,4.23,1.46,1.12,4.61, final
2/25/2017,-4.32,-19.23,7.73,1.54,1.19,4.89, final
2/26/2017,-7.26,-19.68,7.77,1.51,1.15,4.76, final
2/27/2017,-7.58,-18.52,8.76,1.66,1.24,5.19, final
2/28/2017,-6.09,-19.42,6.56,1.43,1.09,4.54, final
3/1/2017,-7.24,-19.93,6.56,1.39,1.07,4.4, final
3/2/2017,-7.47,-20.29,7.93,1.33,1.01,4.2, final
3/3/2017,-7.11,-21.31,9.44,1.35,1.04,4.31, final
3/4/2017,-6.11,-20.63,11.06,1.43,1.08,4.52, final
3/5/2017,-5.63,-20.65,30.48,1.88,1.39,5.84, rapid
3/6/2017,-6.05,-19.71,19.66,1.76,1.31,5.52, rapid
3/7/2017,-5.83,-20.73,15.34,1.52,1.15,4.76, rapid
3/8/2017,-5.4,-20.13,18.59,1.47,1.1,4.56, rapid
3/9/2017,-5.84,-21.7,16.84,1.43,1.08,4.43, rapid
3/10/2017,-5.54,-21.21,16.58,1.38,1.04,4.29, rapid
3/11/2017,-8,-21.12,13.35,1.44,1.08,4.48, rapid
3/19/2017,-4.49,-18.8,21.46,1.42,1.06,4.4, rapid
3/20/2017,-6.11,-19.14,22.72,1.38,1.03,4.3, rapid
